word	chosen_tier	chosen_attested	also_fits	alternative_split	alt_stem	alt_stem_attested	suspicion
𐤁𐤀𐤅	exact	128	proclitic	𐤁 + 𐤀𐤅	𐤀𐤅	321	2.5
𐤅𐤕𐤄𐤉𐤉𐤍𐤄	exact	8	proclitic	𐤅 + 𐤕𐤄𐤉𐤉𐤍𐤄	𐤕𐤄𐤉𐤉𐤍𐤄	20	2.5
𐤁𐤊𐤋𐤀𐤓𐤑	adjacent	22	proclitic	𐤁 + 𐤊 + 𐤋𐤀𐤓𐤑	𐤋𐤀𐤓𐤑	55	2.5
𐤅𐤋𐤊𐤋𐤊	adjacent	2	proclitic	𐤅 + 𐤋 + 𐤊𐤋𐤊	𐤊𐤋𐤊	5	2.5
𐤄𐤔𐤌𐤅𐤏𐤄	exact	4	proclitic	𐤄 + 𐤔𐤌𐤅𐤏𐤄	𐤔𐤌𐤅𐤏𐤄	10	2.5
𐤊𐤋𐤇𐤋𐤉	adjacent	2	proclitic	𐤊 + 𐤋 + 𐤇𐤋𐤉	𐤇𐤋𐤉	5	2.5
𐤅𐤋𐤀𐤍𐤔𐤉𐤅	plene	4	proclitic	𐤅 + 𐤋 + 𐤀𐤍𐤔𐤉𐤅	𐤀𐤍𐤔𐤉𐤅	10	2.5
𐤅𐤌𐤄𐤃𐤓	exact	4	proclitic	𐤅 + 𐤌 + 𐤄𐤃𐤓	𐤄𐤃𐤓	10	2.5
𐤋𐤌𐤊𐤔𐤅𐤋	exact	2	proclitic	𐤋 + 𐤌𐤊𐤔𐤅𐤋	𐤌𐤊𐤔𐤅𐤋	5	2.5
𐤄𐤋𐤃𐤕	exact	2	proclitic	𐤄 + 𐤋 + 𐤃𐤕	𐤃𐤕	5	2.5
𐤁𐤀𐤊𐤋𐤌	exact	2	proclitic	𐤁 + 𐤀𐤊𐤋𐤌	𐤀𐤊𐤋𐤌	5	2.5
𐤅𐤌𐤒𐤋𐤋	exact	2	proclitic	𐤅 + 𐤌 + 𐤒𐤋𐤋	𐤒𐤋𐤋	5	2.5
𐤊𐤉𐤉𐤓𐤀𐤅	plene	2	proclitic	𐤊 + 𐤉𐤉𐤓𐤀𐤅	𐤉𐤉𐤓𐤀𐤅	5	2.5
𐤄𐤏𐤕𐤒	plene	2	proclitic	𐤄 + 𐤏𐤕𐤒	𐤏𐤕𐤒	5	2.5
𐤀𐤌𐤓𐤍𐤀	exact	2	adjacent	𐤀𐤌𐤓 + 𐤍𐤀	𐤀𐤌𐤓	5	2.5
𐤅𐤄𐤏𐤕𐤒	plene	2	proclitic	𐤅 + 𐤄 + 𐤏𐤕𐤒	𐤏𐤕𐤒	5	2.5
𐤋𐤔𐤐𐤊	exact	8	proclitic	𐤋 + 𐤔𐤐𐤊	𐤔𐤐𐤊	20	2.5
𐤋𐤕𐤐𐤔	exact	2	proclitic	𐤋 + 𐤕𐤐𐤔	𐤕𐤐𐤔	5	2.5
𐤅𐤁𐤀𐤊𐤋𐤌	plene	2	proclitic	𐤅 + 𐤁 + 𐤀𐤊𐤋𐤌	𐤀𐤊𐤋𐤌	5	2.5
𐤄𐤂𐤓𐤉𐤌	exact	4	proclitic	𐤄 + 𐤂𐤓𐤉𐤌	𐤂𐤓𐤉𐤌	10	2.5
𐤄𐤌𐤄𐤅𐤌𐤄	exact	2	proclitic	𐤄 + 𐤌𐤄𐤅𐤌𐤄	𐤌𐤄𐤅𐤌𐤄	5	2.5
𐤅𐤉𐤈𐤄𐤓	exact	2	proclitic	𐤅 + 𐤉𐤈𐤄𐤓	𐤉𐤈𐤄𐤓	5	2.5
𐤁𐤏𐤁𐤕𐤉𐤌	exact	2	proclitic	𐤁 + 𐤏𐤁𐤕𐤉𐤌	𐤏𐤁𐤕𐤉𐤌	5	2.5
𐤅𐤁𐤏𐤁𐤕𐤉𐤌	plene	2	proclitic	𐤅 + 𐤁 + 𐤏𐤁𐤕𐤉𐤌	𐤏𐤁𐤕𐤉𐤌	5	2.5
𐤅𐤕𐤁𐤍	exact	4	proclitic	𐤅 + 𐤕𐤁𐤍	𐤕𐤁𐤍	10	2.5
𐤅𐤔𐤃𐤅𐤕	exact	2	proclitic	𐤅 + 𐤔𐤃𐤅𐤕	𐤔𐤃𐤅𐤕	5	2.5
𐤄𐤏𐤍𐤉𐤄	plene	2	proclitic	𐤄 + 𐤏𐤍𐤉𐤄	𐤏𐤍𐤉𐤄	5	2.5
𐤌𐤄𐤉𐤐𐤅	adjacent	2	proclitic	𐤌 + 𐤄 + 𐤉𐤐𐤅	𐤉𐤐𐤅	5	2.5
𐤄𐤑𐤏𐤉𐤓	exact	2	proclitic	𐤄 + 𐤑𐤏𐤉𐤓	𐤑𐤏𐤉𐤓	5	2.5
𐤁𐤄𐤏𐤑𐤓	exact	2	proclitic	𐤁 + 𐤄 + 𐤏𐤑𐤓	𐤏𐤑𐤓	5	2.5
𐤀𐤕𐤏𐤑𐤕	adjacent	8	particle	𐤀𐤕 + 𐤏𐤑𐤕	𐤏𐤑𐤕	20	2.5
𐤅𐤉𐤑𐤌𐤇	exact	2	proclitic	𐤅 + 𐤉𐤑𐤌𐤇	𐤉𐤑𐤌𐤇	5	2.5
𐤅𐤀𐤁𐤃	exact	12	proclitic	𐤅 + 𐤀𐤁𐤃	𐤀𐤁𐤃	30	2.5
𐤅𐤉𐤇𐤋𐤒	exact	4	proclitic	𐤅 + 𐤉𐤇𐤋𐤒	𐤉𐤇𐤋𐤒	10	2.5
𐤅𐤀𐤅𐤑𐤓	plene	2	proclitic	𐤅 + 𐤀𐤅𐤑𐤓	𐤀𐤅𐤑𐤓	5	2.5
𐤀𐤕𐤇𐤌𐤓𐤅	adjacent	2	particle	𐤀𐤕 + 𐤇𐤌𐤓𐤅	𐤇𐤌𐤓𐤅	5	2.5
𐤋𐤌𐤃𐤕	exact	2	proclitic	𐤋 + 𐤌 + 𐤃𐤕	𐤃𐤕	5	2.5
𐤄𐤒𐤌	exact	6	proclitic	𐤄 + 𐤒𐤌	𐤒𐤌	15	2.5
𐤅𐤉𐤃𐤁𐤒	exact	2	proclitic	𐤅 + 𐤉𐤃𐤁𐤒	𐤉𐤃𐤁𐤒	5	2.5
𐤅𐤔𐤐𐤊𐤅	exact	2	proclitic	𐤅 + 𐤔𐤐𐤊𐤅	𐤔𐤐𐤊𐤅	5	2.5
𐤌𐤄𐤌𐤉𐤕	plene	4	proclitic	𐤌 + 𐤄𐤌𐤉𐤕	𐤄𐤌𐤉𐤕	10	2.5
𐤅𐤇𐤋𐤒𐤅	plene	4	proclitic	𐤅 + 𐤇𐤋𐤒𐤅	𐤇𐤋𐤒𐤅	10	2.5
𐤊𐤀𐤋𐤅	plene	2	proclitic	𐤊 + 𐤀𐤋𐤅	𐤀𐤋𐤅	5	2.5
𐤀𐤕𐤃𐤌𐤅	adjacent	12	particle	𐤀𐤕 + 𐤃𐤌𐤅	𐤃𐤌𐤅	30	2.5
𐤌𐤏𐤅𐤍𐤅𐤕	plene	2	proclitic	𐤌 + 𐤏𐤅𐤍𐤅𐤕	𐤏𐤅𐤍𐤅𐤕	5	2.5
𐤔𐤀𐤋𐤍𐤀	exact	2	adjacent	𐤔𐤀𐤋 + 𐤍𐤀	𐤔𐤀𐤋	5	2.5
𐤊𐤉𐤐𐤏𐤋	plene	2	proclitic	𐤊 + 𐤉𐤐𐤏𐤋	𐤉𐤐𐤏𐤋	5	2.5
𐤅𐤁𐤉𐤍𐤉𐤄𐤌	exact	2	proclitic	𐤅 + 𐤁𐤉𐤍𐤉𐤄𐤌	𐤁𐤉𐤍𐤉𐤄𐤌	5	2.5
𐤄𐤀𐤋𐤉𐤋𐤉𐤌	exact	2	proclitic	𐤄 + 𐤀𐤋𐤉𐤋𐤉𐤌	𐤀𐤋𐤉𐤋𐤉𐤌	5	2.5
𐤅𐤌𐤇𐤁𐤓𐤕	plene	2	proclitic	𐤅 + 𐤌 + 𐤇𐤁𐤓𐤕	𐤇𐤁𐤓𐤕	5	2.5
𐤅𐤄𐤃𐤕	exact	2	proclitic	𐤅 + 𐤄 + 𐤃𐤕	𐤃𐤕	5	2.5
𐤅𐤉𐤂𐤋𐤇	exact	2	proclitic	𐤅 + 𐤉𐤂𐤋𐤇	𐤉𐤂𐤋𐤇	5	2.5
𐤅𐤍𐤒𐤇	exact	2	proclitic	𐤅 + 𐤍𐤒𐤇	𐤍𐤒𐤇	5	2.5
𐤅𐤄𐤅𐤑𐤉𐤀	exact	8	proclitic	𐤅 + 𐤄𐤅𐤑𐤉𐤀	𐤄𐤅𐤑𐤉𐤀	20	2.5
𐤄𐤀𐤌𐤍𐤌	exact	4	proclitic	𐤄 + 𐤀𐤌𐤍𐤌	𐤀𐤌𐤍𐤌	10	2.5
𐤋𐤃𐤕	exact	2	proclitic	𐤋 + 𐤃𐤕	𐤃𐤕	5	2.5
𐤋𐤔𐤋𐤅𐤇	plene	2	proclitic	𐤋 + 𐤔 + 𐤋𐤅𐤇	𐤋𐤅𐤇	5	2.5
𐤋𐤀𐤔𐤌𐤏	adjacent	6	proclitic	𐤋 + 𐤀𐤔𐤌𐤏	𐤀𐤔𐤌𐤏	15	2.5
𐤁𐤏𐤑𐤕𐤅	plene	2	proclitic	𐤁 + 𐤏𐤑𐤕𐤅	𐤏𐤑𐤕𐤅	5	2.5
𐤄𐤑𐤃𐤉𐤒𐤌	exact	2	proclitic	𐤄 + 𐤑𐤃𐤉𐤒𐤌	𐤑𐤃𐤉𐤒𐤌	5	2.5
𐤋𐤇𐤁𐤓𐤅	plene	2	proclitic	𐤋 + 𐤇𐤁𐤓𐤅	𐤇𐤁𐤓𐤅	5	2.5
𐤋𐤔𐤃𐤉𐤌	exact	2	proclitic	𐤋 + 𐤔𐤃𐤉𐤌	𐤔𐤃𐤉𐤌	5	2.5
𐤋𐤔𐤓𐤐𐤄	exact	2	proclitic	𐤋 + 𐤔𐤓𐤐𐤄	𐤔𐤓𐤐𐤄	5	2.5
𐤅𐤊𐤀𐤋𐤅	plene	2	proclitic	𐤅 + 𐤊 + 𐤀𐤋𐤅	𐤀𐤋𐤅	5	2.5
𐤁𐤃𐤕	exact	2	proclitic	𐤁 + 𐤃𐤕	𐤃𐤕	5	2.5
𐤅𐤍𐤇𐤋𐤉𐤌	exact	2	proclitic	𐤅 + 𐤍𐤇𐤋𐤉𐤌	𐤍𐤇𐤋𐤉𐤌	5	2.5
𐤋𐤄𐤕𐤇𐤆𐤒	exact	2	proclitic	𐤋 + 𐤄𐤕𐤇𐤆𐤒	𐤄𐤕𐤇𐤆𐤒	5	2.5
𐤅𐤀𐤅𐤐𐤍	exact	2	proclitic	𐤅 + 𐤀𐤅𐤐𐤍	𐤀𐤅𐤐𐤍	5	2.5
𐤅𐤆𐤁𐤇𐤅	exact	2	proclitic	𐤅 + 𐤆𐤁𐤇𐤅	𐤆𐤁𐤇𐤅	5	2.5
𐤀𐤕𐤕𐤒𐤅𐤕	adjacent	2	particle	𐤀𐤕 + 𐤕𐤒𐤅𐤕	𐤕𐤒𐤅𐤕	5	2.5
𐤋𐤌𐤅𐤐𐤕	exact	2	proclitic	𐤋 + 𐤌𐤅𐤐𐤕	𐤌𐤅𐤐𐤕	5	2.5
𐤁𐤇𐤋𐤒𐤅	plene	4	proclitic	𐤁 + 𐤇𐤋𐤒𐤅	𐤇𐤋𐤒𐤅	10	2.5
𐤄𐤍𐤇𐤔𐤕	exact	30	proclitic	𐤄 + 𐤍𐤇𐤔𐤕	𐤍𐤇𐤔𐤕	75	2.5
𐤄𐤂𐤃𐤋𐤄	exact	10	proclitic	𐤄 + 𐤂𐤃𐤋𐤄	𐤂𐤃𐤋𐤄	25	2.5
𐤅𐤉𐤊𐤎𐤄	plene	4	proclitic	𐤅 + 𐤉𐤊𐤎𐤄	𐤉𐤊𐤎𐤄	10	2.5
𐤅𐤔𐤁𐤓𐤌	plene	2	proclitic	𐤅 + 𐤔 + 𐤁𐤓𐤌	𐤁𐤓𐤌	5	2.5
𐤄𐤇𐤋𐤌𐤅𐤕	exact	2	proclitic	𐤄 + 𐤇𐤋𐤌𐤅𐤕	𐤇𐤋𐤌𐤅𐤕	5	2.5
𐤅𐤄𐤂𐤃𐤋𐤄	plene	10	proclitic	𐤅 + 𐤄 + 𐤂𐤃𐤋𐤄	𐤂𐤃𐤋𐤄	25	2.5
𐤊𐤑𐤌𐤓	exact	2	proclitic	𐤊 + 𐤑𐤌𐤓	𐤑𐤌𐤓	5	2.5
𐤅𐤁𐤓𐤒𐤉𐤌	exact	2	proclitic	𐤅 + 𐤁𐤓𐤒𐤉𐤌	𐤁𐤓𐤒𐤉𐤌	5	2.5
𐤀𐤋𐤉𐤔𐤁𐤉	plene	2	adjacent	𐤀𐤋 + 𐤉𐤔𐤁𐤉	𐤉𐤔𐤁𐤉	5	2.5
𐤄𐤔𐤍𐤉	exact	82	proclitic	𐤄 + 𐤔𐤍𐤉	𐤔𐤍𐤉	204	2.5
𐤅𐤄𐤔𐤍𐤉	plene	82	proclitic	𐤅 + 𐤄 + 𐤔𐤍𐤉	𐤔𐤍𐤉	204	2.5
𐤄𐤌𐤋𐤀𐤊	exact	27	proclitic	𐤄 + 𐤌𐤋𐤀𐤊	𐤌𐤋𐤀𐤊	67	2.5
𐤅𐤀𐤌𐤕	exact	23	proclitic	𐤅 + 𐤀𐤌𐤕	𐤀𐤌𐤕	57	2.5
𐤁𐤋𐤁𐤁𐤊	exact	17	proclitic	𐤁 + 𐤋𐤁𐤁𐤊	𐤋𐤁𐤁𐤊	42	2.5
𐤋𐤔𐤐𐤈	exact	9	proclitic	𐤋 + 𐤔𐤐𐤈	𐤔𐤐𐤈	22	2.4
𐤅𐤏𐤍𐤅	exact	9	proclitic	𐤅 + 𐤏𐤍𐤅	𐤏𐤍𐤅	22	2.4
𐤄𐤀𐤅𐤕	exact	9	proclitic	𐤄 + 𐤀𐤅𐤕	𐤀𐤅𐤕	22	2.4
𐤅𐤀𐤋𐤌𐤍𐤄	exact	9	proclitic	𐤅 + 𐤀𐤋𐤌𐤍𐤄	𐤀𐤋𐤌𐤍𐤄	22	2.4
𐤅𐤋𐤔𐤐𐤈	plene	9	proclitic	𐤅 + 𐤋 + 𐤔𐤐𐤈	𐤔𐤐𐤈	22	2.4
𐤄𐤊𐤁𐤔	exact	9	proclitic	𐤄 + 𐤊𐤁𐤔	𐤊𐤁𐤔	22	2.4
𐤄𐤌𐤃𐤄	exact	9	proclitic	𐤄 + 𐤌𐤃𐤄	𐤌𐤃𐤄	22	2.4
𐤅𐤄𐤔𐤓𐤉𐤌	exact	14	proclitic	𐤅 + 𐤄𐤔𐤓𐤉𐤌	𐤄𐤔𐤓𐤉𐤌	34	2.4
𐤁𐤌𐤋𐤇𐤌𐤄	exact	38	proclitic	𐤁 + 𐤌𐤋𐤇𐤌𐤄	𐤌𐤋𐤇𐤌𐤄	92	2.4
𐤅𐤄𐤌𐤓𐤀𐤄	plene	12	proclitic	𐤅 + 𐤄 + 𐤌𐤓𐤀𐤄	𐤌𐤓𐤀𐤄	29	2.4
𐤄𐤊𐤁𐤃	exact	17	proclitic	𐤄 + 𐤊𐤁𐤃	𐤊𐤁𐤃	41	2.4
𐤅𐤀𐤇𐤉𐤄𐤌	exact	17	proclitic	𐤅 + 𐤀𐤇𐤉𐤄𐤌	𐤀𐤇𐤉𐤄𐤌	41	2.4
𐤌𐤒𐤃𐤌	exact	22	proclitic	𐤌 + 𐤒𐤃𐤌	𐤒𐤃𐤌	53	2.4
𐤅𐤒𐤌𐤅	exact	5	proclitic	𐤅 + 𐤒𐤌𐤅	𐤒𐤌𐤅	12	2.4
𐤌𐤒𐤋	exact	5	proclitic	𐤌 + 𐤒𐤋	𐤒𐤋	12	2.4
𐤌𐤃𐤓𐤊𐤉𐤊𐤌	exact	5	proclitic	𐤌 + 𐤃𐤓𐤊𐤉𐤊𐤌	𐤃𐤓𐤊𐤉𐤊𐤌	12	2.4
𐤅𐤊𐤓𐤕𐤉	exact	5	proclitic	𐤅 + 𐤊𐤓𐤕𐤉	𐤊𐤓𐤕𐤉	12	2.4
𐤀𐤕𐤄𐤀𐤌𐤓	adjacent	5	particle	𐤀𐤕 + 𐤄𐤀𐤌𐤓	𐤄𐤀𐤌𐤓	12	2.4
𐤄𐤇𐤆𐤒𐤄	exact	10	proclitic	𐤄 + 𐤇𐤆𐤒𐤄	𐤇𐤆𐤒𐤄	24	2.4
𐤊𐤄𐤍	exact	46	proclitic	𐤊 + 𐤄𐤍	𐤄𐤍	110	2.4
𐤄𐤁𐤊𐤅𐤓	exact	23	proclitic	𐤄 + 𐤁𐤊𐤅𐤓	𐤁𐤊𐤅𐤓	55	2.4
𐤅𐤀𐤉𐤊	exact	18	proclitic	𐤅 + 𐤀𐤉𐤊	𐤀𐤉𐤊	43	2.4
𐤋𐤀𐤁	exact	13	proclitic	𐤋 + 𐤀𐤁	𐤀𐤁	31	2.4
𐤄𐤓𐤏𐤅𐤕	exact	8	proclitic	𐤄 + 𐤓𐤏𐤅𐤕	𐤓𐤏𐤅𐤕	19	2.4
𐤄𐤑𐤁𐤀	exact	33	proclitic	𐤄 + 𐤑𐤁𐤀	𐤑𐤁𐤀	78	2.4
𐤁𐤏𐤍𐤍	exact	11	proclitic	𐤁 + 𐤏𐤍𐤍	𐤏𐤍𐤍	26	2.4
𐤄𐤍𐤇𐤋	exact	22	proclitic	𐤄 + 𐤍𐤇𐤋	𐤍𐤇𐤋	52	2.4
𐤌𐤋𐤀𐤊	exact	67	proclitic	𐤌 + 𐤋 + 𐤀𐤊	𐤀𐤊	158	2.4
𐤄𐤄𐤌𐤅𐤍	exact	17	proclitic	𐤄 + 𐤄𐤌𐤅𐤍	𐤄𐤌𐤅𐤍	40	2.4
𐤅𐤔𐤕𐤉𐤌	exact	32	proclitic	𐤅 + 𐤔𐤕𐤉𐤌	𐤔𐤕𐤉𐤌	75	2.3
𐤔𐤊𐤇𐤅	exact	6	proclitic	𐤔 + 𐤊𐤇𐤅	𐤊𐤇𐤅	14	2.3
𐤋𐤌𐤊𐤓	plene	3	proclitic	𐤋 + 𐤌 + 𐤊𐤓	𐤊𐤓	7	2.3
𐤀𐤕𐤄𐤊𐤅𐤎	adjacent	3	particle	𐤀𐤕 + 𐤄𐤊𐤅𐤎	𐤄𐤊𐤅𐤎	7	2.3
𐤄𐤉𐤔𐤅𐤏𐤄	exact	3	proclitic	𐤄 + 𐤉𐤔𐤅𐤏𐤄	𐤉𐤔𐤅𐤏𐤄	7	2.3
𐤁𐤌𐤋𐤉𐤌	exact	3	proclitic	𐤁 + 𐤌𐤋𐤉𐤌	𐤌𐤋𐤉𐤌	7	2.3
𐤅𐤉𐤀𐤌𐤉𐤍𐤅	exact	3	proclitic	𐤅 + 𐤉𐤀𐤌𐤉𐤍𐤅	𐤉𐤀𐤌𐤉𐤍𐤅	7	2.3
𐤅𐤉𐤌𐤋𐤈	exact	9	proclitic	𐤅 + 𐤉𐤌𐤋𐤈	𐤉𐤌𐤋𐤈	21	2.3
𐤋𐤀𐤁𐤉𐤅𐤍𐤉𐤌	exact	3	proclitic	𐤋 + 𐤀𐤁𐤉𐤅𐤍𐤉𐤌	𐤀𐤁𐤉𐤅𐤍𐤉𐤌	7	2.3
𐤅𐤋𐤀𐤄𐤋𐤊	plene	3	proclitic	𐤅 + 𐤋 + 𐤀𐤄𐤋𐤊	𐤀𐤄𐤋𐤊	7	2.3
𐤌𐤏𐤓𐤁𐤄	exact	3	proclitic	𐤌 + 𐤏𐤓𐤁𐤄	𐤏𐤓𐤁𐤄	7	2.3
𐤌𐤄𐤍𐤀𐤌𐤓	adjacent	3	proclitic	𐤌 + 𐤄 + 𐤍𐤀𐤌𐤓	𐤍𐤀𐤌𐤓	7	2.3
𐤅𐤁𐤊𐤅	exact	3	proclitic	𐤅 + 𐤁𐤊𐤅	𐤁𐤊𐤅	7	2.3
𐤁𐤂𐤀𐤅𐤕	exact	3	proclitic	𐤁 + 𐤂𐤀𐤅𐤕	𐤂𐤀𐤅𐤕	7	2.3
𐤅𐤍𐤔𐤕𐤄	exact	3	proclitic	𐤅 + 𐤍𐤔𐤕𐤄	𐤍𐤔𐤕𐤄	7	2.3
𐤄𐤌𐤍𐤅𐤇𐤄	exact	3	proclitic	𐤄 + 𐤌𐤍𐤅𐤇𐤄	𐤌𐤍𐤅𐤇𐤄	7	2.3
𐤊𐤑𐤉𐤑	exact	3	proclitic	𐤊 + 𐤑𐤉𐤑	𐤑𐤉𐤑	7	2.3
𐤄𐤎𐤅𐤎𐤉𐤌	exact	15	proclitic	𐤄 + 𐤎𐤅𐤎𐤉𐤌	𐤎𐤅𐤎𐤉𐤌	35	2.3
𐤄𐤅𐤓𐤃	exact	6	proclitic	𐤄 + 𐤅 + 𐤓𐤃	𐤓𐤃	14	2.3
𐤄𐤂𐤃𐤅𐤋𐤄	exact	31	proclitic	𐤄 + 𐤂𐤃𐤅𐤋𐤄	𐤂𐤃𐤅𐤋𐤄	72	2.3
𐤅𐤔𐤌𐤏𐤕	exact	19	proclitic	𐤅 + 𐤔𐤌𐤏𐤕	𐤔𐤌𐤏𐤕	44	2.3
𐤁𐤒𐤅𐤋𐤉	exact	10	proclitic	𐤁 + 𐤒𐤅𐤋𐤉	𐤒𐤅𐤋𐤉	23	2.3
𐤌𐤔𐤋𐤇𐤅	plene	17	proclitic	𐤌 + 𐤔𐤋𐤇𐤅	𐤔𐤋𐤇𐤅	39	2.3
𐤉𐤄𐤉𐤄𐤋𐤊𐤌	plene	17	adjacent	𐤉𐤄𐤉𐤄 + 𐤋𐤊𐤌	𐤉𐤄𐤉𐤄	39	2.3
𐤌𐤑𐤅𐤓	exact	17	proclitic	𐤌 + 𐤑𐤅𐤓	𐤑𐤅𐤓	39	2.3
𐤔𐤓𐤔	exact	7	proclitic	𐤔 + 𐤓𐤔	𐤓𐤔	16	2.3
𐤄𐤌𐤂𐤃𐤋	exact	7	proclitic	𐤄 + 𐤌𐤂𐤃𐤋	𐤌𐤂𐤃𐤋	16	2.3
𐤅𐤉𐤔𐤊𐤍	exact	7	proclitic	𐤅 + 𐤉𐤔𐤊𐤍	𐤉𐤔𐤊𐤍	16	2.3
𐤅𐤉𐤌𐤕𐤅	exact	7	proclitic	𐤅 + 𐤉𐤌𐤕𐤅	𐤉𐤌𐤕𐤅	16	2.3
𐤌𐤉𐤃𐤌	exact	14	proclitic	𐤌 + 𐤉𐤃𐤌	𐤉𐤃𐤌	32	2.3
𐤄𐤂𐤅𐤉	exact	28	proclitic	𐤄 + 𐤂𐤅𐤉	𐤂𐤅𐤉	64	2.3
𐤅𐤌𐤂𐤃𐤋	exact	7	proclitic	𐤅 + 𐤌𐤂𐤃𐤋	𐤌𐤂𐤃𐤋	16	2.3
𐤀𐤕𐤐𐤉𐤄	adjacent	7	particle	𐤀𐤕 + 𐤐𐤉𐤄	𐤐𐤉𐤄	16	2.3
𐤅𐤔𐤋𐤔𐤉𐤌	exact	50	proclitic	𐤅 + 𐤔𐤋𐤔𐤉𐤌	𐤔𐤋𐤔𐤉𐤌	114	2.3
𐤅𐤉𐤐𐤕𐤇	exact	18	proclitic	𐤅 + 𐤉𐤐𐤕𐤇	𐤉𐤐𐤕𐤇	41	2.3
𐤌𐤄𐤓	exact	54	proclitic	𐤌 + 𐤄𐤓	𐤄𐤓	123	2.3
𐤅𐤌𐤕	exact	31	proclitic	𐤅 + 𐤌𐤕	𐤌𐤕	70	2.3
𐤋𐤁𐤅𐤆	exact	4	proclitic	𐤋 + 𐤁𐤅𐤆	𐤁𐤅𐤆	9	2.3
𐤅𐤒𐤓𐤀𐤅	exact	16	proclitic	𐤅 + 𐤒𐤓𐤀𐤅	𐤒𐤓𐤀𐤅	36	2.3
𐤅𐤄𐤉𐤅𐤕𐤓	plene	4	proclitic	𐤅 + 𐤄 + 𐤉𐤅𐤕𐤓	𐤉𐤅𐤕𐤓	9	2.3
𐤄𐤀𐤌𐤓𐤉𐤌	exact	16	proclitic	𐤄 + 𐤀𐤌𐤓𐤉𐤌	𐤀𐤌𐤓𐤉𐤌	36	2.3
𐤊𐤃𐤁𐤓𐤉𐤌	exact	12	proclitic	𐤊 + 𐤃𐤁𐤓𐤉𐤌	𐤃𐤁𐤓𐤉𐤌	27	2.3
𐤋𐤄𐤅𐤃𐤏	plene	4	proclitic	𐤋 + 𐤄𐤅𐤃𐤏	𐤄𐤅𐤃𐤏	9	2.3
𐤅𐤀𐤉𐤍𐤊	exact	4	proclitic	𐤅 + 𐤀𐤉𐤍𐤊	𐤀𐤉𐤍𐤊	9	2.3
𐤅𐤀𐤄𐤁𐤉	exact	4	proclitic	𐤅 + 𐤀𐤄𐤁𐤉	𐤀𐤄𐤁𐤉	9	2.3
𐤌𐤍𐤂𐤃	exact	24	proclitic	𐤌 + 𐤍𐤂𐤃	𐤍𐤂𐤃	54	2.3
𐤌𐤉𐤌𐤉𐤅	exact	8	proclitic	𐤌 + 𐤉𐤌𐤉𐤅	𐤉𐤌𐤉𐤅	18	2.3
𐤋𐤀𐤄𐤁𐤉	exact	4	proclitic	𐤋 + 𐤀𐤄𐤁𐤉	𐤀𐤄𐤁𐤉	9	2.3
𐤋𐤏𐤑𐤌𐤉	plene	4	proclitic	𐤋 + 𐤏𐤑𐤌𐤉	𐤏𐤑𐤌𐤉	9	2.3
𐤋𐤄𐤏𐤋𐤅𐤕	exact	21	proclitic	𐤋 + 𐤄 + 𐤏𐤋𐤅𐤕	𐤏𐤋𐤅𐤕	47	2.2
𐤅𐤕𐤑𐤀	exact	17	proclitic	𐤅 + 𐤕𐤑𐤀	𐤕𐤑𐤀	38	2.2
𐤄𐤔𐤏𐤓	exact	60	proclitic	𐤄 + 𐤔𐤏𐤓	𐤔𐤏𐤓	134	2.2
𐤅𐤔𐤊𐤓	exact	13	proclitic	𐤅 + 𐤔𐤊𐤓	𐤔𐤊𐤓	29	2.2
𐤅𐤐𐤓𐤔𐤉𐤌	exact	9	proclitic	𐤅 + 𐤐𐤓𐤔𐤉𐤌	𐤐𐤓𐤔𐤉𐤌	20	2.2
𐤅𐤄𐤔𐤋𐤌	plene	18	proclitic	𐤅 + 𐤄 + 𐤔𐤋𐤌	𐤔𐤋𐤌	40	2.2
𐤅𐤕𐤀𐤊𐤋	exact	28	proclitic	𐤅 + 𐤕𐤀𐤊𐤋	𐤕𐤀𐤊𐤋	62	2.2
𐤅𐤔𐤊𐤍𐤅	exact	5	proclitic	𐤅 + 𐤔 + 𐤊𐤍𐤅	𐤊𐤍𐤅	11	2.2
𐤁𐤒𐤅𐤋	exact	75	proclitic	𐤁 + 𐤒𐤅𐤋	𐤒𐤅𐤋	165	2.2
𐤁𐤔𐤅𐤁𐤉	exact	5	proclitic	𐤁 + 𐤔𐤅𐤁𐤉	𐤔𐤅𐤁𐤉	11	2.2
𐤅𐤁𐤀𐤄𐤁𐤕	plene	5	proclitic	𐤅 + 𐤁 + 𐤀𐤄𐤁𐤕	𐤀𐤄𐤁𐤕	11	2.2
𐤄𐤂𐤁𐤅𐤋	exact	45	proclitic	𐤄 + 𐤂𐤁𐤅𐤋	𐤂𐤁𐤅𐤋	99	2.2
𐤌𐤔𐤌𐤓𐤅	plene	10	proclitic	𐤌 + 𐤔𐤌𐤓𐤅	𐤔𐤌𐤓𐤅	22	2.2
𐤅𐤓𐤇𐤁𐤄	exact	5	proclitic	𐤅 + 𐤓𐤇𐤁𐤄	𐤓𐤇𐤁𐤄	11	2.2
𐤅𐤀𐤇𐤓	exact	46	proclitic	𐤅 + 𐤀𐤇𐤓	𐤀𐤇𐤓	101	2.2
𐤅𐤔𐤌𐤕𐤉	exact	26	proclitic	𐤅 + 𐤔 + 𐤌𐤕𐤉	𐤌𐤕𐤉	57	2.2
